url,name,ingredients
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),cashew
https://www.allrecipes.com/recipe/246717/indian-butter-chicken-chicken-makhani/,Indian Butter Chicken (Chicken Makhani),cilantro
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,oil
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,onion
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,garlic
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,potato
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,salt
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,curry powder
https://www.allrecipes.com/recipe/37651/west-indian-curried-chicken/,West Indian Curried Chicken,pepper sauce
https://www.allrecipes.com/recipe/20435/indian-lassi/,Indian Lassi,yogurt
https://www.allrecipes.com/recipe/20435/indian-lassi/,Indian Lassi,ice
https://www.allrecipes.com/recipe/20435/indian-lassi/,Indian Lassi,ice water
https://www.allrecipes.com/recipe/20435/indian-lassi/,Indian Lassi,sugar
https://www.allrecipes.com/recipe/20435/indian-lassi/,Indian Lassi,salt
https://www.allrecipes.com/recipe/85469/indian-chapati-bread/,Indian Chapati Bread,wheat flour
https://www.allrecipes.com/recipe/85469/indian-chapati-bread/,Indian Chapati Bread,flour
https://www.allrecipes.com/recipe/85469/indian-chapati-bread/,Indian Chapati Bread,salt
https://www.allrecipes.com/recipe/85469/indian-chapati-bread/,Indian Chapati Bread,oil
https://www.allrecipes.com/recipe/85469/indian-chapati-bread/,Indian Chapati Bread,water
https://www.allrecipes.com/recipe/222804/indian-crepes/,Indian Crepes,flour
https://www.allrecipes.com/recipe/222804/indian-crepes/,Indian Crepes,water
https://www.allrecipes.com/recipe/222804/indian-crepes/,Indian Crepes,egg
https://www.allrecipes.com/recipe/222804/indian-crepes/,Indian Crepes,butter
https://www.allrecipes.com/recipe/222804/indian-crepes/,Indian Crepes,salt
https://www.allrecipes.com/recipe/222804/indian-crepes/,Indian Crepes,caraway seed
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",chicken thigh
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",ground turmeric
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",ground cumin
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",powder
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",salt
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",oil
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",onion
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",pepper
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",pigeon pea
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",fenugreek seed
https://www.allrecipes.com/recipe/246969/indian-style-chettinad-chicken/,"Indian-Style ""Chettinad"" Chicken",water
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,spinach
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,ghee
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,onion
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,garlic
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,ginger
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,powder
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,ground turmeric
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,garam masala
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,seed
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,ground pepper
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,salt
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,ground coriander
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,ground cumin
https://www.allrecipes.com/recipe/272434/indian-spinach-with-tomatoes/,Indian Spinach with Tomatoes,tomato juice
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),oil
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),onion
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),garlic
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),ginger
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),star anise
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),chickpea
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),tomato sauce
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),water
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),powder
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),garam masala
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),salt
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),ground cumin
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),ground coriander
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),ground turmeric
https://www.allrecipes.com/recipe/272441/chole-vegetarian-indian-chickpeas/,Chole (Vegetarian Indian Chickpeas),clove
https://www.allrecipes.com/recipe/266743/quick-and-savory-indian-peas/,Quick and Savory Indian Peas,pea
https://www.allrecipes.com/recipe/266743/quick-and-savory-indian-peas/,Quick and Savory Indian Peas,oil
https://www.allrecipes.com/recipe/266743/quick-and-savory-indian-peas/,Quick and Savory Indian Peas,cumin seed
https://www.allrecipes.com/recipe/266743/quick-and-savory-indian-peas/,Quick and Savory Indian Peas,ground cumin
https://www.allrecipes.com/recipe/266743/quick-and-savory-indian-peas/,Quick and Savory Indian Peas,salt
https://www.allrecipes.com/recipe/266743/quick-and-savory-indian-peas/,Quick and Savory Indian Peas,mango powder
https://www.allrecipes.com/recipe/266743/quick-and-savory-indian-peas/,Quick and Savory Indian Peas,cilantro
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,okra end
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,chickpea flour
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,ginger
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,lemon juice
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,powder
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,ground turmeric
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,asafoetida powder
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,seed
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,salt
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,oil
https://www.allrecipes.com/recipe/276153/crispy-indian-okra/,Crispy Indian Okra,chaat masala
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,chicken thigh
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,oil
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,ground cumin
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,ground coriander
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,garam masala
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,salt
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,spinach
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,butter
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,onion
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,garlic
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,chile pepper
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,ginger
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,curry leaf
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,cardamom
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,mustard seed
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,ground turmeric
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,tomato paste
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,tomato sauce
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,honey
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,paneer
https://www.allrecipes.com/recipe/276149/indian-chicken-saag/,Indian Chicken Saag,cream
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,tandoori paste
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,yogurt
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,chicken breast
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,oil
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,bread
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,curry powder
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,ground turmeric
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,bell pepper
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,onion
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,goat cheese
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,tomato
https://www.allrecipes.com/recipe/236571/indian-pizza/,Indian Pizza,cheese
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,water
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,yeast
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,sugar
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,flour
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,salt
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,ghee
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,yogurt
https://www.allrecipes.com/recipe/7021/indian-naan-ii/,Indian Naan II,
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,oil
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,cumin seed
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,mustard seed
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,onion circles
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,garlic
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,ginger
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,pepper
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,curry leaf
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,tomato
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,salmon
https://www.allrecipes.com/recipe/178502/indian-style-salmon-fry/,Indian-Style Salmon Fry,cilantro
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,oil
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,onion
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,pepper
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,chickpea
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,ground cumin
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,ground coriander
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,ground turmeric
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,ground cinnamon
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,sea salt
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,lemon
https://www.allrecipes.com/recipe/278215/indian-kale-with-chickpeas/,Indian Kale with Chickpeas,kale
https://www.allrecipes.com/recipe/257460/indian-tomato-rice/,Indian Tomato Rice,oil
https://www.allrecipes.com/recipe/257460/indian-tomato-rice/,Indian Tomato Rice,onion
https://www.allrecipes.com/recipe/257460/indian-tomato-rice/,Indian Tomato Rice,salt
https://www.allrecipes.com/recipe/257460/indian-tomato-rice/,Indian Tomato Rice,garlic
https://www.allrecipes.com/recipe/257460/indian-tomato-rice/,Indian Tomato Rice,powder
https://www.allrecipes.com/recipe/257460/indian-tomato-rice/,Indian Tomato Rice,ginger
https://www.allrecipes.com/recipe/257460/indian-tomato-rice/,Indian Tomato Rice,ground turmeric
https://www.allrecipes.com/recipe/257460/indian-tomato-rice/,Indian Tomato Rice,tomato
https://www.allrecipes.com/recipe/257460/indian-tomato-rice/,Indian Tomato Rice,basmati rice
https://www.allrecipes.com/recipe/257460/indian-tomato-rice/,Indian Tomato Rice,water
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),nonfat yogurt
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),tandoori masala powder
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),chicken thigh
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),onion
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),ginger
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),garlic
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),water
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),oil
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),garam masala
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),chili powder
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),tomato sauce
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),butter
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),fenugreek leaf
https://www.allrecipes.com/recipe/212722/murgh-makhani-indian-butter-chicken/,Murgh Makhani (Indian Butter Chicken),salt
https://www.allrecipes.com/recipe/139888/easy-indian-style-chicken/,Easy Indian-Style Chicken,oil
https://www.allrecipes.com/recipe/139888/easy-indian-style-chicken/,Easy Indian-Style Chicken,cumin seed
https://www.allrecipes.com/recipe/139888/easy-indian-style-chicken/,Easy Indian-Style Chicken,onion
https://www.allrecipes.com/recipe/139888/easy-indian-style-chicken/,Easy Indian-Style Chicken,tomato paste
https://www.allrecipes.com/recipe/139888/easy-indian-style-chicken/,Easy Indian-Style Chicken,water
https://www.allrecipes.com/recipe/139888/easy-indian-style-chicken/,Easy Indian-Style Chicken,chicken breast
https://www.allrecipes.com/recipe/139888/easy-indian-style-chicken/,Easy Indian-Style Chicken,milk
https://www.allrecipes.com/recipe/139888/easy-indian-style-chicken/,Easy Indian-Style Chicken,sugar
https://www.allrecipes.com/recipe/139888/easy-indian-style-chicken/,Easy Indian-Style Chicken,paste
https://www.allrecipes.com/recipe/139888/easy-indian-style-chicken/,Easy Indian-Style Chicken,cayenne pepper
https://www.allrecipes.com/recipe/139888/easy-indian-style-chicken/,Easy Indian-Style Chicken,ground turmeric
https://www.allrecipes.com/recipe/139888/easy-indian-style-chicken/,Easy Indian-Style Chicken,salt
https://www.allrecipes.com/recipe/139888/easy-indian-style-chicken/,Easy Indian-Style Chicken,cilantro
https://www.allrecipes.com/recipe/162901/south-indian-lentil-kootu/,South Indian Lentil Kootu,lentil
https://www.allrecipes.com/recipe/162901/south-indian-lentil-kootu/,South Indian Lentil Kootu,pigeon pea
https://www.allrecipes.com/recipe/162901/south-indian-lentil-kootu/,South Indian Lentil Kootu,pea
https://www.allrecipes.com/recipe/162901/south-indian-lentil-kootu/,South Indian Lentil Kootu,water
https://www.allrecipes.com/recipe/162901/south-indian-lentil-kootu/,South Indian Lentil Kootu,oil
